TripCode,Sample_ID,Region,Latitude,Longitude,SampleTime_UTC,SampleTime_Local,Year_Local,Month_Local,Day_Local,Time_Local24hr,SatSST_degC,SatChlaSurf_mgm3,PCI,BiomassIndex_mgm3 ,SampleVolume_m3,Amphipod,Appendicularian,Ascidian,Brachiopod,Bryozoan,Cephalopod,Chaetognath,Ciliate,Ciliophora,Cirripedia,Cladoceran,Cnidarian,Copepod,Ctenophore,Cumacean,Decapod,Echinoderm,Egg,Euphausiid,Fish,Foraminifera,Isopod,Mollusc,Mysida,Nematode,Noctilucaceae,Ostracod,Platyhelminthes,Polychaete,Radiozoa,Sipunculid,Thaliacean,Thecostraca,Urochordata
ABFR20140923,308-17,Great Australian Bight,-35.3265,125.5412,2014-09-23T06:56:04Z,2014-09-23 14:56:04,2014,9,23,14:56,15.7767,0.1866,1,1.9333,1.5,0,1.3333,0,0,0,0,0,0,0,0,0,0,7.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,308-21,Great Australian Bight,-35.3229,125.1338,2014-09-23T08:10:16Z,2014-09-23 16:10:16,2014,9,23,16:10,15.4907,,1,2.2667,1.5,0,15.3333,0,0,0,0,0,0,0,0,0,0,46.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,308-25,Great Australian Bight,-35.318,124.7265,2014-09-23T09:24:28Z,2014-09-23 17:24:28,2014,9,23,17:24,15.2654,0.3595,1,0.6,1.5,0,7.3333,0,0,0,0,0,0,0,0,0,0,15.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,308-29,Great Australian Bight,-35.3118,124.3193,2014-09-23T10:38:40Z,2014-09-23 18:38:40,2014,9,23,18:38,16.0756,,1,1.9333,1.5,0,4.6667,0,0,0,0,0,0,0,0,0,0,15.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,308-33,Great Australian Bight,-35.3077,123.912,2014-09-23T11:52:52Z,2014-09-23 19:52:52,2014,9,23,19:52,15.8407,,1,1.8667,1.5,0,4.6667,0,0,0,0,0.6667,0,0,0,0,0,19.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
ABFR20140923,308-37,Great Australian Bight,-35.3035,123.5048,2014-09-23T13:07:04Z,2014-09-23 21:07:04,2014,9,23,21:07,16.3666,0.5438,0,0.8,1.5,0,4.6667,0,0,0,0,0.6667,0,0,0,0,0,14.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,308-41,Great Australian Bight,-35.2979,123.0976,2014-09-23T14:21:16Z,2014-09-23 22:21:16,2014,9,23,22:21,16.2582,0.3422,0,2.8667,1.5,0,8,0,0,0,0,1.3333,0,0,0,0,0,41.3336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,308-45,Great Australian Bight,-35.2909,122.6905,2014-09-23T15:35:28Z,2014-09-23 23:35:28,2014,9,23,23:35,16.0771,0.6086,0,1.5333,1.5,0,2,0,0,0,0,0.6667,0,0,0,0,0,33.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,308-49,Great Australian Bight,-35.2889,122.2834,2014-09-23T16:49:40Z,2014-09-24 00:49:40,2014,9,24,00:49,15.5322,0.313,0,1.1333,1.5,0,8,0,0,0,0,0.6667,0,0,0,0,0,38.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,308-53,Great Australian Bight,-35.2885,121.8762,2014-09-23T18:03:51Z,2014-09-24 02:03:51,2014,9,24,02:03,15.6515,0.3018,0,0.2667,1.5,0,2.6667,0,0,0,0,0,0,0,0,0,0,28.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,308-57,Great Australian Bight,-35.2868,121.469,2014-09-23T19:18:03Z,2014-09-24 03:18:03,2014,9,24,03:18,15.3548,,1,2,1.5,0,2.6667,0,0,0,0,0,0,0,0,0,0,31.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0
ABFR20140923,308-61,Great Australian Bight,-35.2845,121.0618,2014-09-23T20:32:15Z,2014-09-24 04:32:15,2014,9,24,04:32,15.4777,0.2871,1,2.6,1.5,0,8,0,0,0,0,1.3333,0,0,0,0,0,46.0001,0,0,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,308-65,Great Australian Bight,-35.2823,120.6547,2014-09-23T21:46:27Z,2014-09-24 05:46:27,2014,9,24,05:46,16.3675,0.199,1,1.6667,1.5,0,4.6667,0,0,0,0,2,0,0,0,4.6667,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,308-69,Great Australian Bight,-35.2787,120.2476,2014-09-23T23:00:39Z,2014-09-24 07:00:39,2014,9,24,07:00,16.0836,0.165,0,0.4,1.5,0,4.6667,0,0,0,0,4,0,0,0,0,0,12.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,308-73,Great Australian Bight,-35.2737,119.8405,2014-09-24T00:14:51Z,2014-09-24 08:14:51,2014,9,24,08:14,15.8415,,0,0.8667,1.5,0,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
ABFR20140923,308-81,Great Australian Bight,-35.2629,119.0264,2014-09-24T02:43:15Z,2014-09-24 10:43:15,2014,9,24,10:43,17.6278,,0,0.8,1.5,0,11.3333,0,0,0,0,4.6667,0,0,0.6667,0,0.6667,24.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,3.3333,0,0
ABFR20140923,308-85,Great Australian Bight,-35.2555,118.6195,2014-09-24T03:57:26Z,2014-09-24 11:57:26,2014,9,24,11:57,17.9888,,0,2.6,1.5,0,51.3334,0,0,0,0,4.6667,0,0.6667,0,0.6667,0.6667,22.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,2.6667,0,0
ABFR20141203,325-1,Great Australian Bight,-35.3579,129.2841,2014-12-03T00:31:16Z,2014-12-03 11:01:16,2014,12,3,11:01,17.2646,,0,0.8,1.5,0,0.6667,0,0,0,0,1.3333,0,0,0,0.6667,0,9.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,325-5,Great Australian Bight,-35.3674,128.8767,2014-12-03T02:25:20Z,2014-12-03 10:25:20,2014,12,3,10:25,17.35,,0,1.0667,1.5,0,0,0,0,0,0,5.3333,0,0,0,0.6667,0,6.6668,0,0,0,0,0,0,0,0.6667,0,1.3334,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,325-9,Great Australian Bight,-35.3754,128.4692,2014-12-03T04:19:24Z,2014-12-03 12:19:24,2014,12,3,12:19,17.3798,,0,1.2667,1.5,0,0.6667,0,0,0,0,19.3333,0,0,0,0.6667,0,13.3335,0,0,0.6667,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,325-13,Great Australian Bight,-35.3821,128.0617,2014-12-03T06:13:28Z,2014-12-03 14:13:28,2014,12,3,14:13,17.901,,0,0.6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,15.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
ABFR20141203,325-17,Great Australian Bight,-35.3874,127.654,2014-12-03T08:07:32Z,2014-12-03 16:07:32,2014,12,3,16:07,16.9054,,0,0.4667,1.5,0,0,0,0,0,0,14,0,0,0,0.6667,0,4.6667,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,325-21,Great Australian Bight,-35.3914,127.2464,2014-12-03T10:01:36Z,2014-12-03 18:01:36,2014,12,3,18:01,16.8904,0.1108,0,1.4,1.5,0,0,0,0,0,0,12.6667,0,0,0,0,0,4.6666,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,325-25,Great Australian Bight,-35.394,126.8387,2014-12-03T11:55:40Z,2014-12-03 19:55:40,2014,12,3,19:55,17.8187,0.1149,0,0.5333,1.5,0,0,0,0,0,0,2,0,0,0,0,0,6.6669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,325-29,Great Australian Bight,-35.3952,126.431,2014-12-03T13:49:43Z,2014-12-03 21:49:43,2014,12,3,21:49,18.0979,0.1297,0,1.1333,1.5,0,0,0,0,0,0,2,0,3.3334,0,0.6667,0,3.3334,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,325-33,Great Australian Bight,-35.395,126.0232,2014-12-03T15:43:47Z,2014-12-03 23:43:47,2014,12,3,23:43,17.8248,0.1168,0,1.3333,1.5,0,8.6667,0,0,0,0,4,0,6.6667,0,0.6667,1.3333,8.6668,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,8,0,0
ABFR20141203,325-37,Great Australian Bight,-35.3935,125.6155,2014-12-03T17:37:51Z,2014-12-04 01:37:51,2014,12,4,01:37,17.7201,,0,1.5333,1.5,0,13.3333,0,0,0,0,0,0,54.6667,0,0.6667,0.6667,7.3334,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,10.6667,0,0
ABFR20141203,325-41,Great Australian Bight,-35.3906,125.2078,2014-12-03T19:31:55Z,2014-12-04 03:31:55,2014,12,4,03:31,17.8901,0.1189,0,0.9333,1.5,0,0,0,0,0,0,0.6667,0,2.6667,0,3.3333,0,4.6666,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,325-45,Great Australian Bight,-35.3863,124.8002,2014-12-03T21:25:59Z,2014-12-04 05:25:59,2014,12,4,05:25,17.8883,0.103,0,0.7333,1.5,0,2.6667,0,0,0,0,0,0,5.3333,0,2,0,1.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,325-49,Great Australian Bight,-35.3807,124.3926,2014-12-03T23:20:03Z,2014-12-04 07:20:03,2014,12,4,07:20,17.7417,,0,2.6667,1.5,0,0,0,0,0,0,0.6667,0,12,0,2.6667,0,2.6667,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,325-53,Great Australian Bight,-35.3737,123.985,2014-12-04T01:14:07Z,2014-12-04 09:14:07,2014,12,4,09:14,17.671,0.0802,0,2.2667,1.5,0,0,0,0,0,0,1.3333,0,28.6667,0,2,0,7.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
ABFR20141203,325-57,Great Australian Bight,-35.3653,123.5776,2014-12-04T03:08:11Z,2014-12-04 11:08:11,2014,12,4,11:08,17.6379,,0,2.6,1.5,0,0,0,0,0,0,0.6667,0,0,0,0.6667,0,15.3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,325-61,Great Australian Bight,-35.3556,123.1702,2014-12-04T05:02:15Z,2014-12-04 13:02:15,2014,12,4,13:02,17.5999,,0,1.6667,1.5,0,0,0,0,0,0,0.6667,0,0,0,0.6667,0,14.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
ABFR20141203,325-65,Great Australian Bight,-35.3445,122.763,2014-12-04T06:56:19Z,2014-12-04 14:56:19,2014,12,4,14:56,17.6427,,0,1.2667,1.5,0,0,0,0,0,0,6,0,0,0,0,0,6.0001,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,325-69,Great Australian Bight,-35.332,122.3558,2014-12-04T08:50:23Z,2014-12-04 16:50:23,2014,12,4,16:50,17.5425,,1,1.0667,1.5,0,0,0,0,0,0,8.6667,0,0,0,0,0,4.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,325-73,Great Australian Bight,-35.3182,121.9488,2014-12-04T10:44:27Z,2014-12-04 18:44:27,2014,12,4,18:44,18.5244,,0,0.4,1.5,0,0,0,0,0,0,2,0,0,0,0,0,8.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,325-77,Great Australian Bight,-35.303,121.5419,2014-12-04T12:38:31Z,2014-12-04 20:38:31,2014,12,4,20:38,19.3331,,0,9.4,1.5,0,7.3333,0,0,0,0,10.6667,0,0,0,0,1.3333,12.6668,0,0,0.6667,0.6667,0,0,0.6667,0,0,0,0,0,0,0,0,0.6667,0,0,0.6667,0,0
ABFR20141203,325-81,Great Australian Bight,-35.2864,121.1352,2014-12-04T14:32:35Z,2014-12-04 22:32:35,2014,12,4,22:32,18.3925,,0,6.8667,1.5,0,4.6667,0,0,0,0,10.6667,0,1.3333,0,0,0,34.0005,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0
ABFR20150812,350-1,Great Australian Bight,-35.2196,119.448,2015-08-12T01:10:45Z,2015-08-12 09:10:45,2015,8,12,09:10,15.4651,0.1669,0,1.8667,1.5,0.6667,0.6667,0,0,0,0,1.3333,0,0,0,0,0,6.6668,0,0,0.6667,0,0.6667,1.3333,0.6667,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
ABFR20150812,350-5,Great Australian Bight,-35.2688,119.0455,2015-08-12T02:36:45Z,2015-08-12 10:36:45,2015,8,12,10:36,15.5751,0.1744,0,0.6,1.5,0,0,0,0,0,0,3.3333,0,0,0,0,0,6.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20150812,350-9,Great Australian Bight,-35.3166,118.6425,2015-08-12T04:02:45Z,2015-08-12 12:02:45,2015,8,12,12:02,16.8128,,0,1.2667,1.5,0,0,0,0,0,0,2.6667,0,0,0,0,0.6667,6.0002,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20150812,350-13,Great Australian Bight,-35.3631,118.2391,2015-08-12T05:28:45Z,2015-08-12 13:28:45,2015,8,12,13:28,17.7566,,0,0.8,1.5,0,0,0,0,0,0,3.3333,0,0,0,1.3333,0,8.6668,0,0,0.6667,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0.6667,0,0
ABFR20150812,350-17,Great Australian Bight,-35.3899,117.8337,2015-08-12T06:54:45Z,2015-08-12 14:54:45,2015,8,12,14:54,17.8517,0.223,0,0.6667,1.5,0,0.6667,0,0,0,0,1.3333,0,0,0,0,0,10.0001,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
ABFR20150812,350-21,Great Australian Bight,-35.3886,117.426,2015-08-12T08:20:45Z,2015-08-12 16:20:45,2015,8,12,16:20,17.9701,0.2148,0,2.6,1.5,0,2,0,0,0,0,4.6667,0,0,0,0,0.6667,8.6669,0,0,0,0,0,1.3333,0,0,0,1.3333,0,0,0,0,0,0,0,0,1.3333,0,0
ABFR20150812,350-25,Great Australian Bight,-35.3859,117.0183,2015-08-12T09:46:45Z,2015-08-12 17:46:45,2015,8,12,17:46,17.8747,0.1562,0,1.8667,1.5,0,4,0,0,0,0,6,0,0,0,1.3333,0,14.0004,0,0,0.6667,0,0,1.3333,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
ABFR20150812,350-29,Great Australian Bight,-35.3819,116.6107,2015-08-12T11:12:45Z,2015-08-12 19:12:45,2015,8,12,19:12,17.8096,0.1707,0,0.2,1.5,0,0,0,0,0,0,13.3333,0,0,0,0,0,18.667,0,0,0,0,0,0,0,0.6667,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
ABFR20150812,350-33,Great Australian Bight,-35.2712,116.2414,2015-08-12T12:38:45Z,2015-08-12 20:38:45,2015,8,12,20:38,18.0258,0.001,0,1.6667,1.5,0,3.3333,0,0,0,0,10,0,0,0,0.6667,0,26.0006,0,0,1.3334,0,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0
ABFR20150812,350-37,Great Australian Bight,-35.0932,115.8973,2015-08-12T14:04:46Z,2015-08-12 22:04:46,2015,8,12,22:04,18.2552,,1,2.8,1.5,0,2,0,0,0,0,6,0,0,0,4.6667,0,23.3339,0,0,2,0,0,2,0,1.3333,0,0.6667,0,0,0,0,0,0,0,0,1.3333,0,0
ABFR20150812,350-41,Great Australian Bight,-34.9142,115.5548,2015-08-12T15:30:46Z,2015-08-12 23:30:46,2015,8,12,23:30,18.3983,,0,2.0667,1.5,0,2,0,0,0,0,14.6667,0,0,0,12.6667,0,30.667,0,0,3.3333,0,0,2.6667,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
ABFR20150812,350-45,Great Australian Bight,-34.7343,115.2137,2015-08-12T16:56:46Z,2015-08-13 00:56:46,2015,8,13,00:56,18.5308,,0,2.1333,1.5,0.6667,2,0,0,0,0,8,0,0,0,3.3333,0,38.0002,0,0,2.6668,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
ABFR20150812,350-49,Great Australian Bight,-34.5534,114.8741,2015-08-12T18:22:46Z,2015-08-13 02:22:46,2015,8,13,02:22,18.9521,,0,0.7333,1.5,0.6667,2,0,0,0,0,10,0,0,0,0.6667,0,44.0003,0,0,0,0,0,3.3334,0,0,0,0.6667,0,0,0,0,0,0,0,0,0.6667,0,0
ABFR20150812,350-53,Great Australian Bight,-34.2679,114.7451,2015-08-12T19:48:46Z,2015-08-13 03:48:46,2015,8,13,03:48,19.5594,,0,1.8667,1.5,0,0,0,0,0,0,14,0,0,0,7.3333,0.6667,50.667,0,0,1.3334,0,0,3.3333,0,0,0,4.6667,0,0,0,0,0,0,0,0,4.6667,0,0
